Date,Close,High,Low,Open,Volume
2025-03-10,28.442895889282227,28.959862776469784,28.247813553622724,28.92084556516067,304500
2025-03-11,28.667240142822266,28.76478131361168,28.433142449193525,28.58920757827935,310200
2025-03-12,28.61846923828125,28.83305831629539,28.47215841870602,28.83305831629539,105900
2025-03-13,29.028139114379883,29.04764771874312,28.462402610946334,28.520926563593143,187400
2025-03-14,29.320762634277344,29.496336364015303,29.15494320735183,29.22322146659592,440300
2025-03-17,29.95477867126465,30.14986101468824,29.613387360938017,29.642648410141383,503900
2025-03-18,30.140106201171875,30.296171329091177,30.052319334161883,30.208384462081185,370900
2025-03-19,30.179122924804688,30.227892578823784,29.935270933823105,30.227892578823784,321300
2025-03-20,29.769451141357425,29.886499053748587,29.603631715100757,29.886499053748587,250200
2025-03-21,29.554861068725582,29.720680499849365,29.447567455958254,29.496337110812217,350600
2025-03-24,29.662155151367188,29.90600713509131,29.652400848765065,29.75969631694544,117100
2025-03-25,30.00354766845703,30.11084313437655,29.866991155790693,29.906006504934098,127600
2025-03-26,29.525598526000977,30.05231784145556,29.51584422343513,30.05231784145556,492600
2025-03-27,29.428056716918945,29.64264578734345,29.38903950750925,29.64264578734345,304900
2025-03-28,29.028139114379883,29.467071549895287,29.018384812198263,29.467071549895287,391400
2025-03-31,29.0866641998291,29.1842053650012,28.813551169878806,28.96961628997697,446600
2025-04-01,29.457319259643555,29.564612863307318,29.096417518839317,29.203712982945994,227400
2025-04-02,29.17445182800293,29.418303817110573,29.106173568723676,29.232975784464717,396100
2025-04-03,29.33051872253418,29.701174810198037,29.213470802545803,29.42805989615325,424800
2025-04-04,27.496749877929688,28.550190360644503,27.496749877929688,28.550190360644503,1764700
2025-04-07,26.423799514770508,27.55527250231325,26.25798010140082,26.9310120568946,744100
2025-04-08,25.848308563232425,27.11633805045913,25.79953891389404,26.999290147869857,845400
2025-04-09,27.54551887512207,27.711338292554085,25.672735632542864,25.79953970140184,938500
2025-04-10,26.833473205566406,27.51625766136962,26.550604004125148,27.272405671344966,488200
2025-04-11,27.691829681396484,27.92592735410731,27.01879957001897,27.01879957001897,489300
2025-04-14,28.413631439208984,28.64773097347645,28.081994463289764,28.140518416635164,527500
2025-04-15,28.628223419189453,28.696501677337896,28.43314108695705,28.67699307202605,358100
2025-04-16,28.70625686645508,28.989124210439822,28.618470000283903,28.70625686645508,214100
2025-04-17,29.213468551635746,29.330516462605523,28.92084505332528,29.07691017491366,271000
2025-04-21,29.311010360717773,29.515847013074275,29.076912658341172,29.359781878156543,569000
2025-04-22,30.14986038208008,30.29617120635631,29.50609126691021,29.50609126691021,478700
2025-04-23,30.4229736328125,30.793627824878627,30.344941073406844,30.56928444914273,268800
2025-04-24,30.92043113708496,31.06674194982086,30.64731625565313,30.74485741762471,164300
2025-04-25,30.89116859436035,31.008218362194057,30.70584057047488,30.73510347754404,175400
2025-04-28,30.47174453735352,31.04723538429261,30.325433715008995,30.969202821679325,192300
2025-04-29,30.666826248168945,30.832645672893012,30.47174391539604,30.47174391539604,240500
2025-04-30,30.364450454711918,30.41322197135252,29.8572397047515,30.198631019020105,286000
2025-05-01,30.30592536926269,30.51076201065691,30.257155714877104,30.4424818898968,148300
2025-05-02,30.57904052734375,30.959449043981216,30.42297539946976,30.85215357090169,475600
2025-05-05,30.80338478088379,30.969204216460515,30.66682825527112,30.969204216460515,236600
2025-05-06,30.8424015045166,30.90092546307246,30.354697508850546,30.725351726961783,784100
2025-05-07,30.96920394897461,31.24231699784103,30.608302170974262,30.608302170974262,835300
2025-05-08,31.35936546325684,31.38862650956394,30.930183606028084,30.930183606028084,504600
2025-05-09,31.40813636779785,31.749527657961067,31.388627762519096,31.427644973076603,244700
2025-05-12,31.554445266723636,32.09092260866559,31.466658403577316,31.827562019226622,292700
2025-05-13,31.75928497314453,31.983628360659505,31.642233337225832,31.82756323365404,223500
2025-05-14,32.42256164550781,32.42256164550781,32.01288837480191,32.08116663310523,802600
2025-05-15,32.25674057006836,32.44206674082669,31.95436276641273,32.44206674082669,585800
2025-05-16,31.808053970336918,32.11042805466283,31.37887208927656,32.11042805466283,521400
2025-05-19,32.149444580078125,32.20797039557964,31.81780573400813,31.905592596817424,362300
2025-05-20,31.94460678100586,32.227475947804415,31.7982941165554,32.04214607671575,401200
2025-05-21,31.886085510253903,32.100676456426925,31.827563412851195,31.94461132854277,370300
2025-05-22,31.837316513061523,31.925103381865,31.70075998845306,31.74952964425805,298700
2025-05-23,32.04214859008789,32.07141335780487,31.65198765575865,31.76903556396883,452000
2025-05-27,31.94460678100586,32.19821118238295,31.85681992651271,31.99337642886081,297400
2025-05-28,31.37887191772461,31.96411891936565,31.28133261122745,31.944610313889008,408600
2025-05-29,31.291088104248047,31.554444970327264,31.17403647389511,31.437397060860285,272300
2025-05-30,30.72534942626953,31.252070595161054,30.45223453938767,31.15452943124304,770200
2025-06-02,30.75461196899414,30.83264452711492,30.549775341150266,30.7838730155126,956500
2025-06-03,30.80338478088379,30.94969560981781,30.364450433638595,30.383959040281297,494200
2025-06-04,31.096004486083984,31.456906244538736,30.852152499692213,30.852152499692213,568700
2025-06-05,31.37887191772461,31.554445646128315,31.20330004976392,31.554445646128315,391800
2025-06-06,31.056989669799805,31.417889574018183,31.03748106404664,31.252072006445392,262100
2025-06-09,30.96920394897461,31.213055948572837,30.9496953425004,31.086253727376725,346600
2025-06-10,31.03747940063477,31.20329881976373,30.93993823753956,31.08625091240384,199000
2025-06-11,31.73977470397949,31.76903575098281,31.20329923012208,31.310592836539183,281500
2025-06-12,31.71051025390625,31.93485735279997,31.55444513351452,31.79829711668197,240300
2025-06-13,31.0472354888916,31.23256352338866,30.78387489151837,31.154530960512485,338400
2025-06-16,30.999406814575195,31.407949142266844,30.999406814575195,31.148873195340997,432000
2025-06-17,30.341753005981445,31.06915744769076,30.301894291087063,31.04922809024357,575300
2025-06-18,30.23214340209961,30.461325310746133,30.2221787233887,30.281964895086027,509300
2025-06-20,29.992996215820312,30.461324702472343,29.873421974245275,30.341752361465403,1101400
2025-06-23,29.92324447631836,29.99299532325804,29.53462962819036,29.893350441672197,1154000
2025-06-24,30.849937438964844,30.94958232279693,30.22217790178845,30.22217790178845,416400
2025-06-25,30.75029563903809,30.979477550273632,30.73036628139113,30.89976202025396,83300
2025-06-26,31.14887237548828,31.368089601470345,31.079121526337996,31.11897833989469,264200
2025-06-27,30.93961906433105,31.22858905064957,30.74033118808865,31.059193310531032,207300
2025-06-30,31.338197708129883,31.427877915034195,30.86986731639223,30.86986731639223,234000
2025-07-01,31.39798355102539,31.80652586684451,31.34816015850593,31.58730864146316,226200
2025-07-02,31.73677444458008,31.8563467833306,31.397982983840173,31.47769850986321,199400
2025-07-03,31.706880569458008,31.856346943933723,31.497628025305627,31.637129721407213,389900
2025-07-07,30.909725189208984,31.46773387208928,30.820044984746502,31.46773387208928,325300
2025-07-08,31.29833984375,31.417914089726047,30.93961900639001,31.08908728900212,261200
2025-07-09,30.92965507507324,31.338197391028704,30.919690396566025,31.20865847100297,264400
2025-07-10,30.98944091796875,31.16880132806652,30.899760712919864,30.969511561164985,183200
2025-07-11,30.401538848876957,30.879832019026683,30.301893963287064,30.879832019026683,242000
2025-07-14,30.10260391235352,30.3616798522523,29.953137535641783,30.311858360204425,351500
2025-07-15,29.783740997314453,30.271998828352785,29.71399015010441,30.18232052520276,202900
2025-07-16,29.66416931152344,29.823600365956388,29.59441846278003,29.7139908033207,153700
2025-07-17,30.122533798217773,30.18232187040656,29.55456041640124,29.59441913119376,298500
2025-07-18,30.05278205871582,30.42146755736569,29.913280362205743,30.17235629898737,231700
2025-07-21,30.192283630371094,30.38160871811476,30.16239149585288,30.20224830873319,159300
2025-07-22,30.281965255737305,30.491219710022317,30.22217908332794,30.232143762157527,151100
2025-07-23,30.30189323425293,30.45135960875769,30.15242685974817,30.45135960875769,193800
2025-07-24,30.38160896301269,30.600826187041637,30.262036622839847,30.321822792926277,364200
2025-07-25,30.23214340209961,30.3915744603379,30.14246319426956,30.182321909113195,320900
2025-07-28,29.67413330078125,29.98303072399959,29.574488418933,29.98303072399959,650000
2025-07-29,29.723955154418945,29.75384918950891,29.405093049064934,29.6243102713538,425500
2025-07-30,29.37519836425781,29.6542036505556,29.335341552254143,29.4648785669761,211100
2025-07-31,29.723955154418945,29.823600037484088,29.17591114841275,29.37519901397497,286300
2025-08-01,29.873422622680664,30.08267707483705,29.813636450879468,29.97306750939475,305700
2025-08-04,30.132497787475582,30.33178755574213,30.01292544697013,30.142462465945723,143500
2025-08-05,30.152427673339844,30.2720000159428,29.92324576621074,30.11256895876011,352400
2025-08-06,29.9830322265625,30.082677113404333,29.813636489101825,29.83356584658382,274700
2025-08-07,30.630720138549805,30.700470986887776,30.11256826437048,30.11256826437048,464500
2025-08-08,31.29833984375,31.348161337575256,30.680544957816878,30.730366451642134,520700
2025-08-11,31.358125686645508,31.67698970570527,31.1688024916462,31.1688024916462,369900
2025-08-12,31.856346130371094,31.9360616547602,31.43783915218629,31.58730742341288,104100
2025-08-13,32.424320220947266,32.61364339675003,32.045670068205844,32.045670068205844,1746100
2025-08-14,32.1552848815918,32.26489445434755,31.826458063892797,32.26489445434755,937200
2025-08-15,32.284820556640625,32.42432225293619,32.05563485428518,32.05563485428518,318300
2025-08-18,32.43428421020508,32.53393099156391,32.10545933456102,32.234994448623446,588600
2025-08-19,32.075565338134766,32.46418210721698,31.96595957371987,32.24496297611464,617500
2025-08-20,31.92609977722168,32.08553083049433,31.627165126909404,32.025742760091035,272800
2025-08-21,31.786596298217773,32.01578010114532,31.6670239581033,31.74673948503564,228900
2025-08-22,32.68339538574219,32.74318345441817,31.6072348569586,31.836418652413855,329500
2025-08-25,32.59371566772461,33.0022579735758,32.51400204277457,32.60368224655342,329300
2025-08-26,32.324676513671875,32.67343456681751,32.065602469484375,32.48410757189563,701100
2025-08-27,32.43428421020508,32.60368183794708,31.946028285522925,31.946028285522925,328500
2025-08-28,32.46417999267578,32.603681684786785,32.3844625679632,32.42432128031949,308700
2025-08-29,32.693363189697266,32.87272360131123,32.553857690891604,32.84282766528479,98700
2025-09-02,32.6136474609375,32.6136474609375,32.1552836301044,32.26489319859413,206700
2025-09-03,32.9325065612793,33.17165503429841,32.55385639613905,32.60368168715605,304200
2025-09-04,33.28126525878906,33.28126525878906,32.92254444264919,32.942473799227635,145000
2025-09-05,33.70973587036133,33.97877267293395,33.56026760125567,33.67983993585861,575300
2025-09-08,33.11186599731445,33.82930759425226,32.9125762424833,33.82930759425226,355600
2025-09-09,32.58375549316406,33.15172889542709,32.464183145618264,33.15172889542709,339400
2025-09-10,32.773075103759766,33.03215292972352,32.69336148117275,32.69336148117275,691900
2025-09-11,33.89906311035156,33.98874332232881,32.87272586305145,32.93251013694532,912200
2025-09-12,33.101905822753906,33.83927303212873,33.07200988644029,33.799414317801386,381200
2025-09-15,33.67984390258789,33.84924154760128,33.42076984691242,33.480554120687145,233900
2025-09-16,33.639984130859375,33.789452412880955,33.45066093461684,33.789452412880955,90800
2025-09-17,33.28126525878906,33.77948776984198,33.17165569817564,33.3809082405452,341400
2025-09-18,33.48054885864258,33.49051543679623,32.95243425057386,33.3211178184066,185400
2025-09-19,33.47058868408203,33.50048081859555,33.26133614021515,33.26133614021515,128400
2025-09-22,33.38090896606445,33.470589172048584,32.91257857913221,33.370946188126744,779400
2025-09-23,33.560272216796875,33.94888520855432,33.450662644529594,33.450662644529594,749700
2025-09-24,33.51044845581055,33.91899077865394,33.37094675549372,33.75955972098667,710900
2025-09-25,33.091941833496094,33.530380123138194,32.81293841364131,33.360982474557424,644600
2025-09-26,33.05208206176758,33.3111599157715,32.99229778864082,33.3111599157715,502600
2025-09-29,32.73321914672852,33.24140826289189,32.613646802216785,33.14176147485186,627700
2025-09-30,32.84282684326172,32.84282684326172,32.58375281137934,32.77307599617277,309700
2025-10-01,32.59371566772461,33.05207946431158,32.54389417698882,32.91257776979695,278200
2025-10-02,32.284820556640625,32.862756698598844,32.11542292461305,32.862756698598844,2390500
2025-10-03,32.205101013183594,32.46417883310965,32.05563274775427,32.41435354387595,532000
2025-10-06,31.93606376647949,32.374502030462594,31.93606376647949,32.25492588512014,350900
2025-10-07,32.1552848815918,32.324678729569584,31.965961674827824,32.2549278743862,284900
2025-10-08,32.673431396484375,32.8627545718998,32.2748518890314,32.2748518890314,728000
2025-10-09,32.40439224243164,33.17165535771457,32.19513970220977,33.15172600134067,777000
2025-10-10,31.388017654418945,32.53393093051088,31.368088298184578,32.53393093051088,819900
2025-10-13,32.00581359863281,32.11542316113977,31.756704239370958,31.756704239370958,314000
2025-10-14,32.68339538574219,32.88268514685945,31.81648929618853,31.975920344855133,541500
2025-10-15,33.291229248046875,33.380909455345495,32.87272414807749,32.95243777615613,615700
2025-10-16,33.28126525878906,33.81934268186277,33.18161847589682,33.500480578879795,291500
2025-10-17,33.24140548706055,33.25136826446445,32.912576815691835,33.24140548706055,293700
2025-10-20,33.72966384887695,33.80938127843112,33.59016214829342,33.64995022045905,174100
2025-10-21,33.38090896606445,33.77948850402417,33.34105025204124,33.64994958401684,304200
2025-10-22,33.351016998291016,33.6599125306788,33.16169000629984,33.38090913339017,115300
2025-10-23,34.07841873168945,34.158132352692846,33.4905160473878,33.4905160473878,896500
2025-10-24,34.2478141784668,34.387315872699624,34.08838312775269,34.08838312775269,957800
2025-10-27,34.46703338623047,34.855646335762835,34.20795935358758,34.686252506945586,340000
2025-10-28,34.506893157958984,34.566677428252845,34.19799382394127,34.357424879951914,386500
2025-10-29,34.84568405151367,34.87557618616682,34.37735366922158,34.37735366922158,743900
2025-10-30,35.21437072753906,35.22433350624883,34.63643073282416,34.81579115869179,504800
2025-10-31,35.19443893432617,35.3040484982335,34.9851863856683,35.16454679912825,244500
2025-11-03,35.80227279663086,35.80227279663086,35.244262171449634,35.37380109894707,1274500
2025-11-04,34.37735366821289,35.05493659532943,34.37735366821289,35.05493659532943,979700
2025-11-05,35.17451095581055,35.24426180809705,34.486965211356576,34.486965211356576,858400
2025-11-06,35.12468719482422,35.36383567375696,35.00511485592591,35.33393973818029,1122400
2025-11-07,35.672733306884766,35.722554800941175,35.044971838592275,35.22433225810441,451700
2025-11-10,36.17095565795898,36.24070650949544,35.83216417858066,35.83216417858066,496200
2025-11-11,36.370243072509766,36.56953283587402,35.792303138867034,36.02148883747438,3060300
2025-11-12,37.127540588378906,37.2869716430361,36.74889420927817,36.78874912209034,2150000
2025-11-13,36.57949447631836,37.43643777134806,36.410100653463445,37.39657905968716,1854600
2025-11-14,36.24070358276367,36.41010120934076,35.65280088076557,35.792302572572574,931000
2025-11-17,37.177364349365234,37.7851926069171,36.86846503069906,37.2770073289938,2287400
2025-11-18,36.69907379150391,36.778787420597446,36.19088467662949,36.49978401706564,1186400
2025-11-19,36.97807693481445,37.62576394576059,36.758857804361405,37.19729606526749,668300
2025-11-20,36.459922790527344,37.54604799520862,36.37024258826426,37.267044610895056,1568600
2025-11-21,36.21081161499024,36.37024266366222,35.86205738387529,36.17095290253823,745400
2025-11-24,36.47985458374024,36.55956821266821,36.131096528913545,36.55956821266821,1208200
2025-11-25,37.13750457763672,37.19729264438989,36.47985104789546,36.47985104789546,570600
2025-11-26,37.476295471191406,37.58590502473159,37.21721765352628,37.24711358703278,987800
2025-11-28,37.72540664672852,37.90476704292024,37.63572644863265,37.864908332403004,858600
2025-12-01,37.55601119995117,38.034304350416406,37.55601119995117,37.80512245338949,531300
2025-12-02,38.15388107299805,38.183773207504736,37.944628529178985,38.06420086834186,717600
2025-12-03,38.48270797729492,38.62220968050166,38.2834182007983,38.47274519898144,641000
2025-12-04,38.37309646606445,38.77167599886442,38.12398520834851,38.61224494597166,727800
2025-12-05,38.04427337646485,38.81153654254693,37.94463038913421,38.711889754079984,1164900
2025-12-08,38.10406112670898,38.24356282824447,37.92470071012442,38.19374133500127,170900
2025-12-09,38.20370101928711,38.26348908701882,37.89480170437725,38.01437783984066,326300
2025-12-10,38.612247467041016,38.771678530343344,38.14391705559326,38.22363448781262,515500
2025-12-11,39.140357971191406,39.44925728634532,38.61224334311999,38.6321726990463,1090900
2025-12-12,39.638580322265625,39.73822710153601,39.29978887501823,39.73822710153601,1483200
2025-12-15,38.861358642578125,39.558870968185005,38.78164121056071,39.558870968185005,1286500
2025-12-16,38.76454544067383,39.10388507283269,38.49506951449299,39.04400026458592,536800
2025-12-17,38.20563125610352,38.834408405186906,38.12578865391868,38.79448520045131,399900
2025-12-18,38.614837646484375,38.86435198492524,38.43518701822403,38.534995037972365,893000
2025-12-19,39.23363494873047,39.49312817889981,39.00408222008044,39.21367334528874,947900
2025-12-22,39.71269989013672,39.73266149251316,39.3733602643099,39.70271718530532,237800
2025-12-23,39.84244537353516,40.04205759391545,39.57297325440116,39.7626027697549,255500
2025-12-24,39.95223236083984,39.96221506588532,39.592931124931525,39.75262394736762,190800
2025-12-26,40.21173095703125,40.261633062343954,39.98217822676354,40.03208033207625,153200
2025-12-29,40.07200241088867,40.15184501568346,39.77258217287039,40.13188341266314,610900
2025-12-30,40.540000915527344,40.630001068115234,40.2400016784668,40.2400016784668,276300
2025-12-31,40.400001525878906,40.5099983215332,40.15999984741211,40.310001373291016,191500
2026-01-02,40.369998931884766,40.61000061035156,39.97999954223633,40.52000045776367,543300
2026-01-05,41.59999847412109,41.59999847412109,40.59000015258789,40.68999862670898,1545600
2026-01-06,42.54999923706055,43.220001220703125,42.33000183105469,42.34999847412109,1426800
2026-01-07,42.38999938964844,42.52000045776367,42.060001373291016,42.52000045776367,398000
2026-01-08,42.75,42.77999877929688,42.2599983215332,42.41999816894531,379300
2026-01-09,42.84999847412109,42.93000030517578,42.52999877929688,42.869998931884766,314500
2026-01-12,43.869998931884766,43.9900016784668,43.38999938964844,43.54999923706055,891100
2026-01-13,44.34000015258789,44.4900016784668,44.02000045776367,44.22999954223633,927300
2026-01-14,44.5099983215332,44.72999954223633,44.25,44.59000015258789,1108000
2026-01-15,44.150001525878906,44.790000915527344,43.9900016784668,44.7599983215332,648000
2026-01-16,44.09000015258789,44.13999938964844,43.220001220703125,43.86000061035156,980200
